Product_ID,Rakhi_Type,Rakhi_Material,Year,Days_Before_Festival,Weekend_Sale,Day_Of_Week,Delhi_Zone,Store_Type,Average_Temperature_C,Payment_Method,Sales_Count,Shop_Name,Price,No_Of_Customers_Visit
2547,Eco-Friendly,Sandalwood (Chandan),2026,5,Yes,Sunday,Central,Online,32.8,UPI,16,Sethi Rakhi Hub 131,50.34,43
1940,Premium & Jewelry,Sterling Silver,2026,3,Yes,Sunday,,Local Street Vendor,33.1,UPI,22,Saxena Rakhi Hub 17,494.5,15
5756,Kids & Cartoon,Silk Thread,2026,4,yES,Saturday,Central,Supermarket,27.8,UPI,11,Rastogi Rakhi Hub 50,16.68,35
1275,Premium & Jewelry,Silk Thread,2026,5,Yes,Sunday,East,Online,30.9,Cash,3,Sethi Rakhi Hub 174,94.4,7
620,Premium & Jewelry,Sterling Silver,2026,3,Yes,Sunday,West,Supermarket,30.5,Cash,3,Bansal Rakhi Hub 268,631.68,14
5823,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Tuesday,East,Local Street Vendor,33.2,Cash,5,Bansal Rakhi Hub 268,46.04,21
1743,Premium & Jewelry,Sandalwood (Chandan),2026,2,No,Thursday,North,Supermarket,32.9,UPI,4,Mehra Emporium,174.07,12
1391,Eco-Friendly,Silk Thread,2026,1,nO,Monday,West,Supermarket,29.8,Cash,5,Chawla Rakhi Hub 104,28.83,21
4612,Kids & Cartoon,Silk Thread,2026,4,No,Wednesday,North,Online,32.7,Cash,3,Rastogi Rakhi Hub 143,18.17,13
1580,Eco-Friendly,Sandalwood (Chandan),2026,2,yES,Sunday,North,Supermarket,34.9,Credit Card,9,Jain Rakhi Hub 72,65.97,38
1656,Kids & Cartoon,Silk Thread,2026,2,No,Monday,East,Local Street Vendor,33.3,Cash,4,Rastogi Rakhi Point,15.96,17
3569,Eco-Friendly,Silk Thread,2026,2,No,Friday,East,Supermarket,31.9,Cash,12,Arora Rakhi Hub 220,31.5,43
2353,Premium & Jewelry,Sandalwood (Chandan),2026,1,No,Wednesday,Central,Supermarket,28.9,Credit Card,6,Kapoor Rakhi Hub 66,197.38,31
2213,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Friday,Central,Local Street Vendor,30.7,Cash,8,Sethi Rakhi Hub 242,50.12,23
410,Eco-Friendly,Silk Thread,2026,4,Yes,Saturday,North,Online,28.8,Cash,4,Verma Rakhi Hub 95,46.04,13
3179,Premium & Jewelry,Silk Thread,2026,2,No,Wednesday,Central,Supermarket,38.1,Credit Card,4,Nanda Rakhi Hub 28,127.86,14
3193,Kids & Cartoon,Silk Thread,2026,7,Yes,Saturday,Central,Local Street Vendor,29.4,Cash,1,Verma Handicrafts,14.03,4
1308,Kids & Cartoon,Silk Thread,2026,5,No,Tuesday,East,Supermarket,30.9,Credit Card,3,Gupta Rakhi Hub 291,16.54,10
576,Kids & Cartoon,Silk Thread,2026,6,Yes,Sunday,West,Local Street Vendor,26.4,Cash,9,Chawla Rakhi Hub 295,13.19,22
2361,Eco-Friendly,Silk Thread,2026,5,No,Monday,Central,Supermarket,31.9,UPI,7,Malhotra Rakhi Hub 64,27.24,26
1281,Kids & Cartoon,Silk Thread,2026,5,No,Friday,East,Local Street Vendor,36.8,Credit Card,1,Tandon Rakhi Hub 60,15.22,6
3731,Eco-Friendly,Silk Thread,2026,5,No,Tuesday,Central,Local Street Vendor,28.9,Credit Card,4,Tandon Rakhi Hub 26,21.45,17
4958,Premium & Jewelry,Sterling Silver,2026,1,Yes,Sunday,North,Supermarket,29.3,Cash,5,Sethi Rakhi Store,562.75,27
5306,Kids & Cartoon,Silk Thread,2026,4,No,Monday,Central,Local Street Vendor,33.3,Credit Card,6,Chopra Handicrafts,9.46,20
1994,Premium & Jewelry,Sandalwood (Chandan),2026,7,No,Friday,East,Local Street Vendor,30.9,Credit Card,1,Gupta Emporium,208.15,6
2640,Premium & Jewelry,Sterling Silver,2026,1,No,Friday,Central,Supermarket,30.9,UPI,7,Chawla Rakhi & Gifts,565.35,26
270,Premium & Jewelry,Sterling Silver,2026,7,Yes,Sunday,West,Supermarket,37.3,Cash,1,Verma Rakhi Hub 30,606.96,3
630,Eco-Friendly,Sandalwood (Chandan),2026,5,Yes,Sunday,North,Supermarket,31.1,Credit Card,9,Saxena Handicrafts,55.65,27
5939,Kids & Cartoon,Silk Thread,2026,3,No,Friday,North,Supermarket,49.4,Credit Card,5,Chopra Rakhi Hub 166,16.8,20
3082,Premium & Jewelry,Sterling Silver,2026,1,No,Wednesday,West,Online,18.8,Cash,9,Malhotra Rakhi Bazaar,635.34,34
3467,Kids & Cartoon,Silk Thread,2026,5,Yes,Sunday,West,Supermarket,28.1,UPI,5,Kapoor Rakhi Hub 199,18.39,16
4325,Premium & Jewelry,Sterling Silver,2026,5,No,Friday,North,Local Street Vendor,32.1,Cash,5,Malhotra Rakhi & Gifts,690.72,25
4397,Premium & Jewelry,Sterling Silver,2026,2,No,Wednesday,,Local Street Vendor,32.9,Cash,7,Bhatia Rakhi Hub 290,541.06,21
4024,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Monday,North,Online,37.3,Cash,10,Kapoor Rakhi Hub 270,84.96,32
4485,Eco-Friendly,Silk Thread,2026,5,Yes,Saturday,West,Local Street Vendor,24.9,UPI,8,Chawla Rakhi Hub 245,24.04,25
5544,Kids & Cartoon,Silk Thread,2026,5,No,Friday,East,Supermarket,,UPI,4,Aggarwal Rakhi Hub 162,19.13,16
5569,Premium & Jewelry,Sterling Silver,2026,4,No,Thursday,North,Supermarket,33.9,Cash,2,Goel Rakhi Hub 267,742.71,7
2047,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,West,Supermarket,28.2,Credit Card,9,Aggarwal Rakhi Hub 212,22.43,28
4357,Eco-Friendly,Sandalwood (Chandan),2026,7,Yes,Saturday,,Supermarket,35.6,Cash,3,Goel Gift House,71.91,9
2129,Premium & Jewelry,Sterling Silver,2026,7,nO,Friday,West,Local Street Vendor,30.5,UPI,2,Saxena Rakhi Hub 294,576.25,7
2114,Kids & Cartoon,Silk Thread,2026,1,No,Monday,West,Supermarket,35.1,UPI,18,Khanna Festive Mart,14.39,54
28,Premium & Jewelry,Sterling Silver,2026,1,No,Wednesday,East,Supermarket,30.1,Credit Card,4,Rastogi Rakhi Hub 231,584.1,21
2041,Premium & Jewelry,Sterling Silver,2026,2,nO,Monday,East,Local Street Vendor,32.0,Credit Card,8,Nanda Rakhi Hub 229,505.84,24
3929,Premium & Jewelry,Silk Thread,2026,5,No,Wednesday,East,Supermarket,32.0,Cash,8,Bhatia Emporium,127.11,35
5300,Premium & Jewelry,Sterling Silver,2026,5,Yes,Sunday,West,Local Street Vendor,37.5,Credit Card,8,Mehra Rakhi Hub 207,606.53,21
3217,Kids & Cartoon,Sandalwood (Chandan),2026,7,No,Monday,East,Online,29.9,Cash,2,Verma Rakhi & Gifts,32.85,8
1241,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Thursday,Central,Local Street Vendor,35.7,Credit Card,2,Tandon Rakhi Hub 47,43.07,8
3815,Kids & Cartoon,Sandalwood (Chandan),2026,4,nO,Wednesday,Central,Supermarket,29.2,Cash,11,Tandon Rakhi Hub 296,32.82,33
130,Kids & Cartoon,Silk Thread,2026,3,No,Tuesday,East,Supermarket,31.2,Cash,26,Arora Rakhi Hub 235,22.68,75
5943,Premium & Jewelry,Sterling Silver,2026,4,No,Tuesday,North,Supermarket,30.9,Cash,10,Jain Rakhi Hub 202,706.68,30
3596,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Sunday,East,Local Street Vendor,32.2,Cash,6,Aggarwal Rakhi Hub 212,66.25,28
4600,Kids & Cartoon,Silk Thread,2026,4,nO,Tuesday,North,Online,29.9,UPI,7,Saxena Festive Mart,17.2,21
14,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Friday,East,Supermarket,29.1,UPI,9,Sharma Rakhi Point,70.3,29
900,Kids & Cartoon,Sandalwood (Chandan),2026,4,No,Friday,North,Supermarket,26.5,Credit Card,11,Jain Festive Mart,26.32,50
4477,Kids & Cartoon,Silk Thread,2026,3,No,Friday,East,Online,36.8,Cash,3,Rastogi Rakhi Hub 231,14.98,13
1526,Premium & Jewelry,Sterling Silver,2026,3,No,Monday,West,Supermarket,29.3,UPI,11,Saxena Rakhi Hub 294,748.98,35
2366,Kids & Cartoon,Sandalwood (Chandan),2026,2,yES,Sunday,West,Local Street Vendor,9.2,Cash,9,Aggarwal Rakhi Corner,17.69,24
4649,Kids & Cartoon,Silk Thread,2026,7,No,Friday,East,Local Street Vendor,33.1,UPI,2,Rastogi Festive Mart,13.04,6
3053,Kids & Cartoon,Sandalwood (Chandan),2026,5,No,Monday,Central,Online,35.1,Cash,3,Bansal Rakhi Hub 198,39.5,10
4006,Premium & Jewelry,Sterling Silver,2026,5,No,Monday,East,Online,30.9,Credit Card,6,Sharma Rakhi Hub 78,698.73,17
2341,Premium & Jewelry,Sterling Silver,2026,6,No,Monday,East,Local Street Vendor,32.4,Cash,2,Mehra Rakhi Hub 209,392.75,14
375,Premium & Jewelry,Sterling Silver,2026,4,nO,Monday,East,Local Street Vendor,26.1,Cash,3,Chopra Rakhi Store,406.75,10
5842,Kids & Cartoon,Silk Thread,2026,4,Yes,Sunday,Central,Online,33.5,Cash,24,Jain Rakhi Corner,21.53,74
3123,Kids & Cartoon,Silk Thread,2026,5,nO,Tuesday,Central,Online,33.2,Cash,18,Chopra Rakhi Hub 166,14.61,13
940,Premium & Jewelry,Sterling Silver,2026,2,Yes,Sunday,,Online,33.0,Credit Card,3,Nanda Rakhi Hub 195,912.09,13
988,Premium & Jewelry,Sterling Silver,2026,6,No,Thursday,East,Supermarket,31.6,Cash,4,Tandon Rakhi Corner,662.2,23
5719,Premium & Jewelry,Sterling Silver,2026,5,No,Tuesday,Central,Online,28.1,Credit Card,2,Chopra Rakhi Hub 44,682.19,6
4574,Kids & Cartoon,Silk Thread,2026,4,No,Monday,West,Online,37.5,Cash,4,Malhotra Rakhi Hub 4,22.29,22
2148,Eco-Friendly,Silk Thread,2026,2,No,Tuesday,North,Online,30.5,Credit Card,9,Saxena Rakhi Hub 192,40.15,27
3592,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,East,Supermarket,33.0,Credit Card,32,Chawla Rakhi Hub 94,14.09,106
4566,Kids & Cartoon,Silk Thread,2026,6,nO,Thursday,North,Local Street Vendor,32.5,Credit Card,2,Rastogi Gift House,13.63,8
723,Premium & Jewelry,Sterling Silver,2026,3,No,Friday,East,Local Street Vendor,33.5,Cash,13,Sethi Rakhi Hub 175,460.46,51
668,Eco-Friendly,Sandalwood (Chandan),2026,3,nO,Monday,East,Supermarket,28.5,Cash,27,Aggarwal Traditions,56.13,38
3624,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Wednesday,North,Supermarket,28.4,Cash,2,Bansal Rakhi Hub 13,96.35,10
530,Kids & Cartoon,Silk Thread,2026,6,Yes,Saturday,East,Online,35.1,Credit Card,4,Jain Rakhi Hub 150,19.6,14
3715,Eco-Friendly,Sterling Silver,2026,7,No,Wednesday,Central,Online,36.3,UPI,2,Mehra Rakhi Hub 81,198.57,7
5760,Premium & Jewelry,Sterling Silver,2026,6,Yes,Sunday,East,Local Street Vendor,32.3,Cash,3,Jain Rakhi Hub 150,710.05,9
4733,Kids & Cartoon,Silk Thread,2026,1,Yes,Saturday,West,Local Street Vendor,31.9,Cash,8,Nanda Rakhi Point,14.0,24
1270,Kids & Cartoon,Silk Thread,2026,1,nO,Monday,Central,Online,30.9,Cash,4,Jain Rakhi Hub 223,19.61,25
4282,Kids & Cartoon,Silk Thread,2026,4,No,Tuesday,Central,Online,28.4,Cash,17,Sethi Rakhi Hub 173,19.86,19
1395,Eco-Friendly,Sandalwood (Chandan),2026,3,yES,Sunday,West,Online,34.0,Cash,5,Sharma Rakhi Hub 172,85.12,13
4851,Premium & Jewelry,Sterling Silver,2026,6,No,Thursday,,Local Street Vendor,34.2,Cash,3,Gupta Rakhi Bazaar,426.74,8
4010,Kids & Cartoon,Silk Thread,2026,1,No,Wednesday,North,Local Street Vendor,24.7,Credit Card,10,Bhatia Handicrafts,13.49,30
4391,Premium & Jewelry,Sterling Silver,2026,2,yES,Sunday,West,Online,33.5,Cash,11,Mehra Rakhi Hub 6,604.97,30
1798,Premium & Jewelry,Sandalwood (Chandan),2026,6,No,Friday,North,Supermarket,34.7,Credit Card,3,Tandon Rakhi Corner,189.93,10
2980,Eco-Friendly,Sandalwood (Chandan),2026,7,#Yes,Saturday,West,Supermarket,33.3,Cash,22,Sethi Traditions,63.3,23
1442,Premium & Jewelry,Sandalwood (Chandan),2026,3,No,Thursday,West,Supermarket,31.3,Cash,12,Khanna Festive Mart,288.47,37
5995,Kids & Cartoon,Silk Thread,2026,7,No,Thursday,North,Supermarket,28.6,Cash,2,Gupta Rakhi Hub 152,17.16,6
4666,Kids & Cartoon,Silk Thread,2026,1,Yes,Saturday,Central,Local Street Vendor,30.5,Credit Card,18,Jain Rakhi & Gifts,10.88,17
3812,Premium & Jewelry,Sterling Silver,2026,7,No,Tuesday,West,Local Street Vendor,32.7,UPI,1,Goel Rakhi Hub 277,492.86,6
5632,Premium & Jewelry,Sterling Silver,2026,4,No,Friday,Central,Local Street Vendor,29.6,Credit Card,10,Mehra Rakhi Hub 246,406.01,29
1274,Kids & Cartoon,Silk Thread,2026,1,No,Thursday,Central,Supermarket,30.8,Cash,6,Tandon Rakhi Hub 147,14.05,37
4704,Kids & Cartoon,Silk Thread,2026,6,Yes,Saturday,Central,Local Street Vendor,26.2,Cash,4,Bansal Rakhi Hub 13,10.94,11
1713,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Thursday,East,Supermarket,32.2,UPI,6,Bhatia Festive Mart,67.01,38
956,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Monday,West,Online,31.3,Cash,6,Aggarwal Rakhi Hub 55,85.97,20
5937,Premium & Jewelry,Sandalwood (Chandan),2026,6,Yes,Saturday,West,Online,22.3,UPI,3,Verma Rakhi Store,204.38,12
750,Eco-Friendly,Sandalwood (Chandan),2026,2,nO,Wednesday,Central,Local Street Vendor,35.2,Cash,2,Tandon Festive Mart,40.04,10
2622,Eco-Friendly,Sandalwood (Chandan),2026,5,Yes,Sunday,West,Supermarket,32.3,Cash,6,Kapoor Rakhi Hub 36,58.8,14
1556,Eco-Friendly,Sandalwood (Chandan),2026,1,Yes,Sunday,East,Local Street Vendor,32.3,Credit Card,2,Mehra Rakhi Hub 75,40.16,12
404,Premium & Jewelry,Sterling Silver,2026,6,No,Monday,North,Online,31.9,Cash,2,Jain Rakhi Hub 37,813.35,12
2072,Kids & Cartoon,Silk Thread,2026,5,#Yes,Sunday,West,Online,33.8,Credit Card,13,Bhatia Rakhi Hub 18,20.87,30
4069,Eco-Friendly,Silk Thread,2026,6,No,Monday,East,Supermarket,28.2,Cash,2,Verma Rakhi Hub 196,42.91,9
1978,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Friday,Central,Online,31.1,UPI,3,Sharma Rakhi Hub 136,79.86,19
159,Eco-Friendly,Sterling Silver,2026,4,nO,Wednesday,North,Local Street Vendor,32.3,Credit Card,8,Bhatia Rakhi Hub 3,148.88,26
3889,Eco-Friendly,Sterling Silver,2026,1,nO,Monday,Central,Supermarket,32.6,UPI,7,Verma Rakhi Hub 95,273.54,36
5452,Kids & Cartoon,Sandalwood (Chandan),2026,6,No,Thursday,East,Local Street Vendor,27.2,Cash,3,Sharma Rakhi Hub 141,25.48,18
903,Premium & Jewelry,Sterling Silver,2026,4,No,Tuesday,West,Online,31.7,Credit Card,9,Goel Rakhi Hub 100,680.8,30
353,Kids & Cartoon,Silk Thread,2026,3,No,Monday,East,Supermarket,29.7,Cash,6,Goel Rakhi Hub 181,16.68,35
5327,Kids & Cartoon,Silk Thread,2026,2,Yes,Sunday,East,Local Street Vendor,27.3,Cash,2,Sethi Rakhi Hub 40,13.75,10
4541,Premium & Jewelry,Sandalwood (Chandan),2026,5,Yes,Sunday,North,Local Street Vendor,35.3,Cash,4,Malhotra Rakhi Hub 64,149.31,19
4131,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Tuesday,Central,Supermarket,33.3,Credit Card,3,Bansal Rakhi Hub 237,59.1,16
755,Kids & Cartoon,Silk Thread,2026,4,No,Tuesday,North,Local Street Vendor,30.7,UPI,5,Bhatia Rakhi Hub 254,13.42,27
2972,Kids & Cartoon,Silk Thread,2026,7,No,Wednesday,Central,Supermarket,31.2,Credit Card,5,Mehra Rakhi Hub 128,12.03,15
1561,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Thursday,North,Supermarket,26.1,Cash,8,Chawla Gift House,48.11,34
2921,Eco-Friendly,Sandalwood (Chandan),2026,2,Yes,Saturday,Central,Online,28.8,Credit Card,12,Sharma Rakhi Corner,66.43,39
312,Kids & Cartoon,Silk Thread,2026,1,No,Monday,East,Supermarket,36.5,UPI,6,Goel Rakhi Hub 243,15.66,21
4645,Premium & Jewelry,Sterling Silver,2026,6,Yes,Saturday,North,Online,32.4,Credit Card,2,Verma Rakhi Hub 264,829.21,8
662,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Thursday,Central,Supermarket,36.1,Cash,4,Chawla Rakhi & Gifts,62.31,15
1990,Premium & Jewelry,Sandalwood (Chandan),2026,6,nO,Tuesday,North,Local Street Vendor,35.0,Credit Card,3,Kapoor Festive Mart,166.65,13
3666,Kids & Cartoon,Silk Thread,2026,3,No,Wednesday,West,Online,30.0,Credit Card,43,Nanda Emporium,13.99,154
307,Kids & Cartoon,Silk Thread,2026,4,No,Monday,East,Local Street Vendor,33.3,UPI,6,Gupta Emporium,16.39,17
2336,Kids & Cartoon,Silk Thread,2026,3,nO,Friday,West,Local Street Vendor,42.2,Credit Card,2,Tandon Rakhi Hub 163,14.61,17
4791,Kids & Cartoon,Sandalwood (Chandan),2026,7,yES,Sunday,East,Supermarket,27.4,UPI,2,Mehra Rakhi Hub 246,32.38,5
2357,Kids & Cartoon,Silk Thread,2026,2,nO,Friday,Central,Local Street Vendor,34.7,UPI,5,Malhotra Rakhi Hub 64,15.04,23
3703,Kids & Cartoon,Sandalwood (Chandan),2026,5,No,Thursday,North,Online,32.2,Cash,5,Nanda Rakhi Hub 195,35.49,15
3805,Premium & Jewelry,Sterling Silver,2026,4,No,Tuesday,Central,Supermarket,32.5,Cash,3,Tandon Rakhi Hub 147,701.27,18
1928,Eco-Friendly,Sandalwood (Chandan),2026,6,yES,Sunday,West,Local Street Vendor,31.0,UPI,3,Jain Rakhi Hub 223,40.76,18
4209,Kids & Cartoon,Silk Thread,2026,4,#Yes,Saturday,East,Online,33.8,Cash,14,Saxena Rakhi Hub 262,20.1,41
3428,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Wednesday,East,Online,35.7,Credit Card,6,Aggarwal Emporium,72.16,20
750,Eco-Friendly,Sandalwood (Chandan),2026,2,nO,Wednesday,Central,Local Street Vendor,35.2,Cash,2,Tandon Festive Mart,40.04,10
3639,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Wednesday,West,Online,35.4,Cash,32,Chawla Rakhi Hub 102,68.8,47
5833,Kids & Cartoon,Silk Thread,2026,5,Yes,Sunday,North,Online,31.1,Cash,4,Khanna Rakhi Bazaar,21.28,19
1267,Premium & Jewelry,Sterling Silver,2026,6,No,Friday,Central,Supermarket,30.3,Credit Card,5,Rastogi Rakhi Hub 251,498.53,24
5864,Eco-Friendly,Sandalwood (Chandan),2026,2,Yes,Sunday,North,Online,37.4,Cash,17,Chawla Rakhi Hub 155,97.93,41
1276,Kids & Cartoon,Silk Thread,2026,6,#Yes,Saturday,Central,Online,32.6,Cash,1,Goel Rakhi Hub 116,19.08,5
4821,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Tuesday,West,Online,29.1,Cash,10,Bhatia Rakhi Hub 18,64.84,35
3596,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Sunday,East,Local Street Vendor,32.2,Cash,6,Aggarwal Rakhi Hub 212,66.25,28
2135,Kids & Cartoon,Silk Thread,2026,6,Yes,Sunday,Central,Local Street Vendor,,Cash,2,Rastogi Rakhi Store,12.74,7
5067,Kids & Cartoon,Silk Thread,2026,2,No,Friday,East,Supermarket,34.9,Credit Card,2,Chopra Rakhi Hub 156,22.27,13
4110,Kids & Cartoon,Silk Thread,2026,3,Yes,Saturday,West,Online,26.1,UPI,18,Jain Rakhi Bazaar,17.83,43
4970,Kids & Cartoon,Silk Thread,2026,4,#Yes,Sunday,North,Online,35.9,Cash,6,Kapoor Rakhi Hub 258,16.2,15
4905,Eco-Friendly,Silk Thread,2026,4,No,Tuesday,East,Local Street Vendor,31.6,Cash,6,Bansal Rakhi Hub 260,19.49,16
515,Kids & Cartoon,Silk Thread,2026,6,Yes,Saturday,East,Local Street Vendor,34.1,Credit Card,3,Gupta Rakhi Hub 68,12.03,8
4107,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Monday,East,Online,,Credit Card,7,Bhatia Rakhi & Gifts,78.35,20
410,Eco-Friendly,Silk Thread,2026,4,Yes,Saturday,North,Online,28.8,Cash,4,Verma Rakhi Hub 95,46.04,13
1869,Kids & Cartoon,Silk Thread,2026,2,Yes,Saturday,West,Supermarket,24.8,Credit Card,7,Chawla Rakhi Bazaar,22.42,24
4781,Kids & Cartoon,Silk Thread,2026,5,nO,Friday,West,Supermarket,34.0,Credit Card,2,Saxena Rakhi Hub 227,15.07,13
2849,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Saturday,,Local Street Vendor,29.4,UPI,10,Bhatia Rakhi Hub 182,47.63,23
2825,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Tuesday,North,Online,,Cash,14,Nanda Rakhi Corner,232.42,52
208,Kids & Cartoon,Silk Thread,2026,5,No,Wednesday,West,Local Street Vendor,33.1,Credit Card,3,Chawla Rakhi Hub 186,10.78,10
2490,Kids & Cartoon,Silk Thread,2026,3,No,Tuesday,Central,Local Street Vendor,33.9,UPI,6,Khanna Rakhi Hub 120,12.93,19
459,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Monday,,Supermarket,32.3,UPI,3,Jain Handicrafts,55.53,20
2055,Kids & Cartoon,Sandalwood (Chandan),2026,1,nO,Wednesday,West,Local Street Vendor,28.8,Cash,5,Chopra Rakhi Hub 241,18.64,23
2431,Eco-Friendly,Sterling Silver,2026,2,yES,Saturday,West,Local Street Vendor,33.9,Credit Card,3,Saxena Rakhi Hub 23,207.77,14
251,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,North,Supermarket,31.9,Credit Card,13,Chawla Rakhi Hub 94,20.11,40
2483,Premium & Jewelry,Sandalwood (Chandan),2026,3,#Yes,Sunday,West,Supermarket,27.6,Cash,15,Malhotra Handicrafts,275.98,47
5438,Premium & Jewelry,Sterling Silver,2026,1,nO,Tuesday,East,Local Street Vendor,34.8,Credit Card,7,Sharma Rakhi Hub 172,550.58,34
1108,Kids & Cartoon,Silk Thread,2026,4,No,Thursday,Central,Supermarket,32.1,Cash,4,Gupta Rakhi Hub 139,20.01,24
5054,Premium & Jewelry,Sterling Silver,2026,7,Yes,Sunday,East,Local Street Vendor,35.0,Credit Card,4,Saxena Rakhi Hub 43,563.92,15
1714,Eco-Friendly,Silk Thread,2026,1,No,Thursday,West,Local Street Vendor,28.8,UPI,14,Chopra Emporium,28.6,44
3912,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,Central,Local Street Vendor,33.9,UPI,3,Nanda Rakhi Store,12.13,9
636,Premium & Jewelry,Sterling Silver,2026,4,nO,Tuesday,West,Online,32.7,UPI,5,Malhotra Handicrafts,736.6,27
716,Premium & Jewelry,Sandalwood (Chandan),2026,2,Yes,Sunday,Central,Online,,Cash,31,Aggarwal Rakhi Hub 162,310.44,78
553,Premium & Jewelry,Sandalwood (Chandan),2026,3,No,Monday,North,Local Street Vendor,31.2,Cash,9,Goel Rakhi Hub 86,119.31,33
1440,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Monday,East,Local Street Vendor,25.6,Cash,4,Chawla Gift House,41.55,13
2271,Kids & Cartoon,Silk Thread,2026,5,Yes,Sunday,North,Local Street Vendor,30.5,UPI,5,Aggarwal Rakhi Hub 162,79.03,13
3145,Eco-Friendly,Sterling Silver,2026,3,nO,Wednesday,Central,Supermarket,33.5,UPI,14,Chawla Rakhi Hub 245,205.81,53
2467,Eco-Friendly,Sandalwood (Chandan),2026,4,Yes,Saturday,West,Local Street Vendor,31.2,Cash,6,Aggarwal Rakhi Hub 234,48.72,13
1926,Premium & Jewelry,Sterling Silver,2026,6,No,Thursday,West,Supermarket,,UPI,6,Chawla Rakhi Hub 265,608.26,31
635,Premium & Jewelry,Silk Thread,2026,6,No,Tuesday,North,Supermarket,35.7,Cash,3,Chopra Emporium,148.35,12
317,Kids & Cartoon,Silk Thread,2026,4,No,Thursday,North,Online,30.3,UPI,6,Jain Rakhi Store,14.76,24
3145,Eco-Friendly,Sterling Silver,2026,3,nO,Wednesday,Central,Supermarket,33.5,UPI,14,Chawla Rakhi Hub 245,205.81,53
5425,Eco-Friendly,Silk Thread,2026,3,No,Friday,East,Supermarket,34.0,Cash,5,Bansal Rakhi Hub 288,42.31,19
428,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Wednesday,West,Local Street Vendor,35.7,UPI,2,Tandon Rakhi Hub 20,50.67,10
5951,Kids & Cartoon,Silk Thread,2026,3,No,Monday,East,Local Street Vendor,,Cash,4,Tandon Rakhi Hub 53,13.73,13
106,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Wednesday,East,Supermarket,29.9,Cash,10,Malhotra Festive Mart,69.58,60
3042,Eco-Friendly,Silk Thread,2026,5,No,Tuesday,West,Supermarket,30.1,UPI,4,Goel Rakhi Hub 208,33.88,15
4239,Kids & Cartoon,Silk Thread,2026,3,No,Friday,North,Supermarket,29.6,Credit Card,5,Sethi Rakhi Hub 174,18.91,31
2170,Kids & Cartoon,Silk Thread,2026,4,yES,Saturday,East,Online,30.8,Credit Card,11,Malhotra Emporium,20.69,42
1710,Premium & Jewelry,Sterling Silver,2026,7,No,Monday,North,Supermarket,30.2,Cash,2,Sethi Rakhi Hub 40,718.2,6
90,Kids & Cartoon,Silk Thread,2026,1,No,Friday,North,Supermarket,35.2,UPI,8,Verma Festive Mart,18.79,44
2242,Premium & Jewelry,Sandalwood (Chandan),2026,2,nO,Friday,Central,Online,35.2,Cash,5,Sharma Rakhi & Gifts,308.35,28
3175,Kids & Cartoon,Sandalwood (Chandan),2026,2,No,Tuesday,Central,Supermarket,31.1,UPI,4,Sharma Rakhi Store,31.7,14
5984,Kids & Cartoon,Silk Thread,2026,2,No,Tuesday,,Local Street Vendor,36.9,Credit Card,9,Gupta Festive Mart,12.65,37
1950,Eco-Friendly,Sandalwood (Chandan),2026,1,yES,Sunday,Central,Supermarket,39.2,Cash,7,Rastogi Rakhi Bazaar,53.37,26
4045,Kids & Cartoon,Silk Thread,2026,2,Yes,Sunday,West,Local Street Vendor,33.7,UPI,16,Sethi Rakhi & Gifts,13.0,42
2849,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Saturday,,Local Street Vendor,29.4,UPI,10,Bhatia Rakhi Hub 182,47.63,23
2,Kids & Cartoon,Silk Thread,2026,4,yES,Saturday,North,Local Street Vendor,26.2,Cash,6,Bhatia Emporium,12.45,16
4338,Premium & Jewelry,Sandalwood (Chandan),2026,4,No,Tuesday,East,Supermarket,31.9,Cash,6,Sethi Rakhi Hub 10,219.03,20
